index,0,1,2
26457,0.11279325527467134,0.17302285617995292,0.7141838885453758
26458,0.3394244716951521,0.22559923763119763,0.43497629067365023
26459,0.04404907229442854,0.0749103707615549,0.8810405569440165
26460,0.057728681537011765,0.08363446336399492,0.8586368550989932
26461,0.07934218543099193,0.23258131231953866,0.6880765022494694
26462,0.05792383298554039,0.12836764614007815,0.8137085208743815
26463,0.617889542876553,0.3620161617565525,0.020094295366894666
26464,0.04908819309602646,0.08146756609485518,0.8694442408091183
26465,0.058999596813749555,0.08843811351362446,0.8525622896726259
26466,0.06344851393646152,0.26970214061906617,0.6668493454444724
26467,0.11998828103132551,0.10862917349674396,0.7713825454719304
26468,0.04448233554814762,0.08070953114420494,0.8748081333076474
26469,0.5839781488995592,0.09949710095643229,0.3165247501440087
26470,0.07222865604371483,0.4122993900006937,0.5154719539555914
26471,0.09893216672373946,0.13146285086639664,0.769604982409864
26472,0.0723203900339698,0.3044977262906373,0.623181883675393
26473,0.043959332071591035,0.07190587196243366,0.8841347959659753
26474,0.2852603943944629,0.6943662293425877,0.020373376262949366
26475,0.35657337911834636,0.15596200836384996,0.4874646125178037
26476,0.04183703416962901,0.08855242634176946,0.8696105394886016
26477,0.2010444553540723,0.206670651352525,0.5922848932934027
26478,0.04745645024415445,0.07904585967308307,0.8734976900827626
26479,0.04274313549927884,0.0795951915162085,0.8776616729845127
26480,0.048510412990260356,0.07252138869762116,0.8789681983121186
26481,0.06705308985268707,0.26138044744799405,0.6715664626993189
26482,0.10667293829395548,0.10433991804683508,0.7889871436592094
26483,0.04946718600025802,0.12811047862356784,0.822422335376174
26484,0.06968985551224742,0.12792120799555384,0.8023889364921987
26485,0.04163210462705367,0.07177019741388276,0.8865976979590634
26486,0.07437698190176541,0.14406050813398166,0.7815625099642528
26487,0.06432991367354352,0.10244974834123037,0.8332203379852262
26488,0.334595321463688,0.6272388901390158,0.03816578839729613
26489,0.06464012484034012,0.22950817103876034,0.7058517041208996
26490,0.06948888774025086,0.1151725413827115,0.8153385708770375
26491,0.048694586670164484,0.12489912124830008,0.8264062920815355
26492,0.05908741876419425,0.3445001335132943,0.5964124477225116
26493,0.20652127658817898,0.7862626267266247,0.007216096685196299
26494,0.07470887943755819,0.40877182869592904,0.5165192918665127
26495,0.05421679791108859,0.08006922194359152,0.8657139801453198
26496,0.08324288094485345,0.1676107735304965,0.74914634552465
26497,0.03058602324613203,0.8325309364380813,0.1368830403157866
26498,0.1460317617290707,0.5205070369743696,0.33346120129655976
26499,0.10057321959137351,0.13606744847019492,0.7633593319384315
26500,0.07034916289865653,0.39469861044333526,0.5349522266580083
26501,0.08188316647174339,0.38488145945664987,0.5332353740716067
26502,0.07579313569058048,0.102118666428765,0.8220881978806547
26503,0.09382909096266864,0.441931153954999,0.4642397550823324
26504,0.10716585876705755,0.16777524179687917,0.7250588994360633
26505,0.05218417283117637,0.08149503859594276,0.8663207885728806
26506,0.12121365464680572,0.8557365693964188,0.023049775956775546
26507,0.0905301041238765,0.8908767252329173,0.01859317064320641
26508,0.10654172021227197,0.15017695386663102,0.7432813259210971
26509,0.11801570355286738,0.16243206631181842,0.7195522301353141
26510,0.057938464646615194,0.2111860269647575,0.7308755083886272
26511,0.047121588891873435,0.06824708293782634,0.8846313281703001
26512,0.10065617833475499,0.17327916967804585,0.7260646519871992
26513,0.1423111027778498,0.20008202771797107,0.6576068695041791
26514,0.040504906842985335,0.08599911532099849,0.8734959778360163
26515,0.365763140944732,0.1200638483566463,0.5141730106986218
26516,0.0671527882630875,0.24761793573319268,0.6852292760037197
26517,0.2059062889586021,0.7754674791991898,0.01862623184220817
26518,0.040623615089976375,0.06826817580625245,0.8911082091037712
26519,0.3662871917637587,0.10633877683861113,0.5273740313976301
26520,0.030915313810001906,0.8297195943655366,0.13936509182446147
26521,0.06450840839539498,0.245359748531317,0.6901318430732881
26522,0.20097103047096462,0.14589367041655937,0.653135299112476
26523,0.09722711211762143,0.15904930993345048,0.7437235779489282
26524,0.08774017607279579,0.20851197448538034,0.7037478494418238
26525,0.1281154833706943,0.23758790747346412,0.6342966091558415
26526,0.04614643990124758,0.07793623449948638,0.8759173255992659
26527,0.14144840189986166,0.2937258057086151,0.5648257923915233
26528,0.09313154153405538,0.888601325797149,0.018267132668795556
26529,0.4140906818510501,0.10455936748390372,0.48134995066504616
26530,0.116652268761255,0.1456470687411958,0.7377006624975492
26531,0.04899044711988839,0.186514360779844,0.7644951921002676
26532,0.13342210103677496,0.15461172103010085,0.7119661779331243
26533,0.09891026124199728,0.14806786359062848,0.7530218751673742
26534,0.04685987555615568,0.08201382928498156,0.8711262951588626
26535,0.04133490343091944,0.07116981163195836,0.8874952849371222
26536,0.09843284000422278,0.16383488511368147,0.7377322748820956
26537,0.07252088618767667,0.09034099392553681,0.8371381198867864
26538,0.05638685185374299,0.2622901527123114,0.6813229954339456
26539,0.051674434545609896,0.13684369991797593,0.8114818655364142
26540,0.26377014897774803,0.1544353261512125,0.5817945248710394
26541,0.04973749031879823,0.10129531908752518,0.8489671905936764
26542,0.061990373550444594,0.10085886917383528,0.8371507572757203
26543,0.05669405299039048,0.0926327552390392,0.8506731917705701
26544,0.13413188383219665,0.17603415553805546,0.6898339606297478
26545,0.12373501786315692,0.3297244257739874,0.5465405563628558
26546,0.049015551204697534,0.09288159804770406,0.8581028507475985
